"","Time..hours.","A","Group"
"3341",5.91097222222222,0.05305745918,"Soil"
"3342",5.91513888888889,0.3344344914,"Soil"
"3343",5.91930555555556,-0.3241240575,"Soil"
"3344",5.92347222222222,0.2820342726,"Soil"
"3345",5.92763888888889,-0.1360701324,"Soil"
"3346",5.93180555555556,0.2338261531,"Soil"
"3347",5.93597222222222,0.6230223522,"Soil"
"3348",5.94013888888889,-0.0383073176,"Soil"
"3349",5.94430555555556,0.3523316976,"Soil"
"3350",5.94847222222222,-0.3415684048,"Soil"
"3351",5.95263888888889,-0.2552297796,"Soil"
"3352",5.95758333338631,-0.2354120888,"Soil"
"3353",5.96180555555556,0.9727224575,"Soil"
"3354",5.96597222222222,-0.7090721954,"Soil"
"3355",5.97013888888889,0.4376969523,"Soil"
"3356",5.97430555555556,0.5689577191,"Soil"
"3357",5.97847222222222,-0.4636453204,"Soil"
"3358",5.98263888888889,0.06312205973,"Soil"
"3359",5.98680555555555,0.4564592924,"Soil"
"3360",5.99097222222222,-0.4808877084,"Soil"
"3361",5.99513888888889,1.34876068,"Soil"
"3362",5.99930555555556,-1.159442865,"Soil"
"3363",6.00347222222222,0.02077832981,"Soil"
"3364",6.00763888888889,0.4886296628,"Soil"
"3365",6.01180555555556,0.187549638,"Soil"
"3366",6.01597222222222,-0.2394404664,"Soil"
"3367",6.02013888888889,0.07176093386,"Soil"
"3368",6.02430555555556,-0.02959860028,"Soil"
"3369",6.02847222222222,0.5049615465,"Soil"
"3370",6.03263888888889,-0.4515400931,"Soil"
"3371",6.03680555555556,0.2699839608,"Soil"
"3372",6.04097222222222,0.4123176155,"Soil"
"3373",6.04513888888889,-0.1380221459,"Soil"
"3374",6.04930555555555,0.06658399854,"Soil"
"3375",6.05347222222222,0.2970155036,"Soil"
"3376",6.05763888888889,-0.2564883502,"Soil"
"3377",6.06180555555556,0.246893697,"Soil"
"3378",6.06597222222222,0.1789191201,"Soil"
"3379",6.07013888888889,-0.1414913474,"Soil"
"3380",6.07430555555556,0.1834543413,"Soil"
"3381",6.07847222222222,0.2164186758,"Soil"
"3382",6.08263888888889,0.4238158712,"Soil"
"3383",6.08680555555556,-0.1754074541,"Soil"
