"","Time..hours.","A","Group"
"1",0,-0.2321708883,"Moss"
"2",0.00416666666666667,-0.1831953913,"Moss"
"3",0.00833333333333333,-0.1870239336,"Moss"
"4",0.0125,-0.2252066387,"Moss"
"5",0.0166666666666667,-0.3275589688,"Moss"
"6",0.0208333333333333,-0.696356018,"Moss"
"7",0.025,-1.067401415,"Moss"
"8",0.0291666666666667,-1.729840648,"Moss"
"9",0.0333333333333333,-2.295024118,"Moss"
"10",0.0375,-2.748264848,"Moss"
"11",0.0416666666666667,-3.178829037,"Moss"
"12",0.0458333333333333,-3.349932191,"Moss"
"13",0.05,-3.58150684,"Moss"
"14",0.0541666666666667,-3.682742176,"Moss"
"15",0.0583333333333333,-3.736890261,"Moss"
"16",0.0625277777512869,-3.877041527,"Moss"
"17",0.0666944444179536,-3.91739506,"Moss"
"18",0.0708611110846203,-3.987888653,"Moss"
"19",0.075027777751287,-3.962091373,"Moss"
"20",0.0791944444179536,-3.972429845,"Moss"
"21",0.0833611110846203,-3.994183303,"Moss"
"22",0.087527777751287,-4.02211677,"Moss"
"23",0.0916944444179536,-4.079456606,"Moss"
"24",0.0958611110846203,-4.059805585,"Moss"
"25",0.100027777751287,-4.019054419,"Moss"
"26",0.104194444417954,-4.058580973,"Moss"
"27",0.108499999973509,-4.063252124,"Moss"
"28",0.112666666640176,-4.098185025,"Moss"
"29",0.116833333306843,-4.129150811,"Moss"
"30",0.120999999973509,-4.141994306,"Moss"
"31",0.125166666640176,-4.123684766,"Moss"
"32",0.129333333306843,-4.208495424,"Moss"
"33",0.133499999973509,-4.099319925,"Moss"
"34",0.137666666640176,-4.162209413,"Moss"
"35",0.141833333306843,-4.211646544,"Moss"
"36",0.145999999973509,-4.234094979,"Moss"
"37",0.150166666640176,-4.251203284,"Moss"
"38",0.154333333306843,-4.224550826,"Moss"
"39",0.158499999973509,-4.230307888,"Moss"
"40",0.162666666640176,-4.230927042,"Moss"
"41",0.166833333306843,-4.237591281,"Moss"
"42",0.170999999973509,-4.228161129,"Moss"
"43",0.175166666640176,-4.218322695,"Moss"
"44",0.179333333306843,-4.232657203,"Moss"
"45",0.183499999973509,-4.301398449,"Moss"
"46",0.187666666640176,-4.358068115,"Moss"
"47",0.191833333306843,-4.24270013,"Moss"
"48",0.195999999973509,-4.303572751,"Moss"
"49",0.200166666640176,-4.260067579,"Moss"
"50",0.204333333306843,-4.271644588,"Moss"
"51",0.208499999973509,-4.322045709,"Moss"
"52",0.212666666640176,-4.292190698,"Moss"
"53",0.216833333306843,-4.25527386,"Moss"
"54",0.220999999973509,-4.343292512,"Moss"
"55",0.225166666640176,-4.331528902,"Moss"
"56",0.229333333306843,-4.36880615,"Moss"
"57",0.233499999973509,-4.371308124,"Moss"
"58",0.237666666640176,-4.357349486,"Moss"
"59",0.241833333306843,-4.310793282,"Moss"
"60",0.245999999973509,-4.351653474,"Moss"
"61",0.250166666640176,-4.445567239,"Moss"
"62",0.254333333306843,-4.353131735,"Moss"
"63",0.258499999973509,-4.40699097,"Moss"
"64",0.262666666640176,-4.441056969,"Moss"
"65",0.266833333306843,-4.430285163,"Moss"
"66",0.270999999973509,-4.379808242,"Moss"
"67",0.275166666640176,-4.388090489,"Moss"
"68",0.279333333306842,-4.434777818,"Moss"
"69",0.283499999973508,-4.475434644,"Moss"
"70",0.287666666640175,-4.456552782,"Moss"
"71",0.291833333306842,-4.513349977,"Moss"
"72",0.295999999973508,-4.429909391,"Moss"
